GCA_900660465.1
GCA_030923245.1
GCF_030923245.1
GCA_009810135.1
GCF_009810135.1
GCA_001455635.1
GCF_001455635.1
GCA_030923455.1
GCF_030923455.1
GCA_009810375.1
GCF_009810375.1
GCA_001296585.1
GCF_001296585.1
GCA_001296735.1
GCF_001296735.1
GCA_001296855.1
GCF_001296855.1
GCA_009810455.1
GCF_009810455.1
GCA_030924925.1
GCF_030924925.1
GCA_030923315.1
GCF_030923315.1
GCA_030923675.1
GCF_030923675.1
GCA_030924095.1
GCF_030924095.1
GCA_030923225.1
GCF_030923225.1
GCA_030923325.1
GCF_030923325.1
GCA_030924015.1
GCF_030924015.1
GCA_030924065.1
GCF_030924065.1
GCA_030924395.1
GCF_030924395.1
GCA_030924475.1
GCF_030924475.1
GCA_030924635.1
GCF_030924635.1
GCA_030924815.1
GCF_030924815.1
GCA_030925055.1
GCF_030925055.1
GCA_030925245.1
GCF_030925245.1
GCA_030925375.1
GCF_030925375.1
GCA_030928045.1
GCF_030928045.1
GCA_030924655.1
GCF_030924655.1
GCA_001455685.1
GCF_001455685.1
GCA_001455775.1
GCF_001455775.1
GCA_009810755.1
GCF_009810755.1
GCA_009810735.1
GCF_009810735.1
GCA_001296565.1
GCF_001296565.1
GCA_009810615.1
GCF_009810615.1
GCA_009810555.1
GCF_009810555.1
GCA_009810535.1
GCF_009810535.1
GCA_009810255.1
GCF_009810255.1
GCA_009810515.1
GCF_009810515.1
GCA_009810315.1
GCF_009810315.1
GCA_009810275.1
GCF_009810275.1
GCA_009810655.1
GCF_009810655.1
GCA_001455605.1
GCF_001455605.1
GCA_001455795.1
GCF_001455795.1
GCA_030924945.1
GCF_030924945.1
GCA_009810115.1
GCF_009810115.1
GCA_030924915.1
GCF_030924915.1
GCA_030924135.1
GCF_030924135.1
GCA_009810795.1
GCF_009810795.1
GCA_030923395.1
GCF_030923395.1
GCA_009810195.1
GCF_009810195.1
GCA_009811295.1
GCF_009811295.1
GCA_009810495.1
GCF_009810495.1
GCA_009810635.1
GCF_009810635.1
GCA_009810775.1
GCF_009810775.1
GCA_009810395.1
GCF_009810395.1
GCA_009810335.1
GCF_009810335.1
GCA_009811255.1
GCF_009811255.1
GCA_009811175.1
GCF_009811175.1
GCA_009811215.1
GCF_009811215.1
GCA_009810855.1
GCF_009810855.1
GCA_009810575.1
GCF_009810575.1
GCA_009811195.1
GCF_009811195.1
GCA_001455625.1
GCF_001455625.1
GCA_009810835.1
GCF_009810835.1
GCA_009810815.1
GCF_009810815.1
GCA_009810895.1
GCF_009810895.1
GCA_009810875.1
GCF_009810875.1
GCA_009810915.1
GCF_009810915.1
GCA_009811055.1
GCF_009811055.1
GCA_009811235.1
GCF_009811235.1
GCA_009810935.1
GCF_009810935.1
GCA_009811115.1
GCF_009811115.1
GCA_009811095.1
GCF_009811095.1
GCA_009811075.1
GCF_009811075.1
GCA_009811155.1
GCF_009811155.1
GCA_009810955.1
GCF_009810955.1
GCA_009810975.1
GCF_009810975.1
GCA_009811275.1
GCF_009811275.1
GCA_009811135.1
GCF_009811135.1
GCA_009811015.1
GCF_009811015.1
GCA_009810995.1
GCF_009810995.1
GCA_009811035.1
GCF_009811035.1
GCA_009942915.1
GCF_009942915.1
GCA_009944725.1
GCF_009944725.1
GCA_000143945.1
GCF_000143945.1
GCA_001296515.1
GCF_001296515.1
GCA_001296805.1
GCF_001296805.1
GCA_001296525.1
GCF_001296525.1
GCA_001296885.1
GCF_001296885.1
GCA_009810095.1
GCF_009810095.1
GCA_009810075.1
